web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
||||||||||||
"I highly recommend this book and have suggested it to many of my friends.  It is one of my favorite books and part of my favorite book series.  This book is very enjoyable to read and very suspenseful.  I liked this book because it’s interesting and unpredictable. Written by Madi, 7th grader"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=five_star&pageNumber=29&reviewerType=all_reviews"||||||||||||
"1556765448-3011,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Elizabeth Davidson,A Series of Unfortunate Events #6: The Ersatz Elevator,19-Dec-12,""I would recommend this book to people who are looking for a good, well-written, mystery/adventure in a series. I liked this and look forward to the next book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||||
"1556765479-3154,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,tvtv3,Introducing New Characters.,7-Sep-06,""Dear Reader,"||||||||||||
||||||||||||
When we last left the poor Baudelaire triplets| they had once again escaped from the clutches of evil Count Olaf| though they had witnessed a gruesome accidental death at the Lucky Smells Lumber Mill.  Unable to find a relative to look after the children| Mr. Poe finds a boarding school that will take all three of the orphans in:  Prufrock Preparatory School.  The Baudelaire's are at first hopeful.  After all| they've never been to a boarding school before.  But their optimism soon disappears.||||||||
||||||||||||
The school is run by Vice Principal Nero and he forces the children to sit through dreadful violin recitals.  The children are forced to live in a tiny shack filled with crabs and dripping fungus.  And to make things worse their new P.E. teacher is none other| than Count Olaf himself.  Oh dear!|||||||||||
||||||||||||
Yet| there is some less-sad news| at the austere academy the Baudelaire's meet and befriend the two Quagmire triplets.  The two sets of children discover they have a lot in common (did you know that both their homes were destroyed by a fire and both sets of parents were killed in the fire that destroyed their homes). But what happens to the Quagmire triplets| oh it's too dreadful to reveal here.  If you want to find out more you'll have to read it yourself.|||||||||
||||||||||||
I think I'll go for a midnight jog.||||||||||||
||||||||||||
Sincerely||||||||||||
||||||||||||
"Uncle TV"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=five_star&pageNumber=31&reviewerType=all_reviews"||||||||||||
1556765426-2919|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amorita Gharib|Not the usual Happy End book!|12-May-16|Great book! Not only for kids! The whole series is great!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
1556765531-3389|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Dottie Randazzo|A Scary Book|7-Aug-06|You really feel sorry for the children. Life in the mill is just miserable. You can't put the book down... you just gotta find out what happens next.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=five_star&pageNumber=54&reviewerType=all_reviews||||
1556765533-3396|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|tskyler|bad book|3-May-12|best bok ever. i love it seven times a trillion. it has a good intreaging begging. saying this is a bad book dont read this but that makes you want o read it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews||||
1556765421-2898|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Danielle Munson|Five Stars|27-Mar-17|My son loves these books.  Very entertaining.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||
"1556765494-3226,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rebekah L. Davis,A refreshing book with terrific new characters!,3-Aug-05,""I must admit, I was starting to get discouraged with these Lemony Snicket books after the last two.  Now, finally, here's a sequel worthy of a good read or listen."||||||||||||
||||||||||||
Once again my sons and I listened to this book in the car while we were running errands.  Book five was above the norm for Lemony Snicket books so far| mostly because it included some friends for the unfortunate orphans| the Quagmire triplets.  It is inferred that we will hear from the Quagmire triplets again |and I'm looking forward to it!|||||||||
||||||||||||
"The plot, circumstances, and storytelling in this book are first rate and I highly recommend it."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews"||||||||||||
1556765526-3367|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anonymous1|Terrific book|12-May-13|I absolutely loved this book and it was very good. The next book in the series will lead me to other places.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews||||
"1556765497-3230,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eunice Lee,The Miserable Mill,26-Mar-03,""...Miserable Mill is a very interesting book. It is about three Baudelaire orphans who are going to another foster home because there is misery that follows them wherever they go. There are three children are: Violet (the oldest who is fourteen), Klaus (the second child who is twelve), and Sunny (the youngest child who was just an infant). They are orphans because their parents died in a fire. Their parents left them a lot of fortune, known as the """"Baudelaire Fortune"""" and a man named Count Olaf tries to steal it and he and the children barely escape every time (Count Olaf doesn't go to jail and the children escape from Count Olaf). If he can't get it he gets his assistants to steal it and they go as disguise. While the children were going in a train with Mr. Poe (the banker) they saw a building that was shaped like the eyes of Count Olaf. They were entering the town called Paltryville and they were to work at the Lucky Smells Lumbermill because their foster parent was the owner of the Company with a partner called Charles and they were to call their foster parent """"Sir."""" Then one day a man that woke them up called Foreman Flacutono was acting strange, later on the day he purposely tripped Klaus, and since he has glasses they broke. So Charles took him to the eye shaped building and he came to the dormitory very late and both Violet and Sunny were worried to sick since they went to the library that Charles made and a book there that had the same eyes were written by the doctor there, Dr. Georgina Orwell. So Violet suspected something and went back to the library and researched for the whole night without any sleep and found out that they hypnotized Klaus and then the next day Foreman Flacutono tripped him again then he went back to Dr. Orwell's office and Charles said that he would take Klaus, but Violet insisted that she take him. When they went inside the building Dr. Orwell came out and greeted them kindly and Violet wondered what had happened. Then inside her accountant said that she was Shirley but was really Count Olaf and later on he Violet proved that he was and so they called Mr. Poe and let him take the children to a new foster home."||||||||||||
" I liked the book The Miserable Mill because it was very interesting. It kept me to keep reading and reading. When I read the book I felt sorry for the Baudelaire orphans and how lucky it was to have parents. """"And so it was as if Violet and Sunny Baudelaire stared at Count Olaf- or, as the nameplate on his desk said, Shirley."""" This part of the book told me immediately that this was Count Olaf. This part of the book made me scared and also anxious of what was going to happen next!"||||||||||||
" I also enjoyed reading The Miserable Mill because it was mysterious. Since it was mysterious it made me wonder and also made me curious of what was going to happen next. """"""""And you're in cahoots with Dr. Orwell!"""" Violet said, using a phrase which here means """"working with, in order to capture the Baudelaire fortune."""" """"Aren't you?"""""""" This phrase got me very freaked out because it kept making me wonder if the Baudelaire orphans were going to get robbed by Count Olaf."||||||||||||
" My favorite part in The Miserable Mill was when the Baudelaire orphans were in the eye shaped building with Shirley (otherwise known as Count Olaf) and Dr. Orwell. It made me think that the two adults were going to kidnap the orphans to steal their fortune. I also thought that they were going to hurt Klaus when they took him inside to get his new glasses. If I was either Violet or Sunny I would too be worried because I would wonder if my brother was going to survive or not.  When Violet refused to take a cookie from Shirley I knew that refusing was the best thing to do because it could have had poison in it. The Miserable Mill is an interesting book and everyone should read it too!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=five_star&pageNumber=39&reviewerType=all_reviews"||||||||||||
"1556765455-3042,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Gabriel Arevalo,Amazing,4-Jan-13,""Good book that continues the story in a very exciting manner as we go deeper into the mystery"||||||||||||
"5 out of 5"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"||||||||||||
1556765524-3352|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|June B.|Five Stars|17-Oct-14|Great series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=five_star&pageNumber=51&reviewerType=all_reviews||||
1556765435-2950|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|fak u broteem|Five Stars|20-Sep-16|Ok|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||||
"1556765479-3155,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,hiphopgirl_1000,Clever and Fun!!!!,5-Nov-01,""How would you feel to be staring at a sign made out of gum? Well that is the situation Violet, Klaus, and Sunny find themselves in as Mr. Poe their financial advisor has set them up with a new guardian whose name is Sir, because nobody can pronounce his name. The sibling find themselves in another most unfortunate situation as they are forced to work by sir at the Lucky Smells Lumbermill which he owns. However the most horrible thing is they only get a piece of gum for lunch and the head foreman , Foreman Flacutono is a grumpy and mean man. Much to their horror they have to sleep in damp wet conditions and only get one bunk between the three of them. However things get much worse when Klaus breaks his glasses and has to go to Dr. Orwell to repair them. When he returns Violet and Sunny can tell he isn't himself. When they investigate they find out that the nasty Count Olaf is disguised as Shirley a receptionist at Dr. Orwells. His new divised plan is to adopt the orphans if they cause any trouble at the mill as he or you can say she has already talked to Sir on that situation. However that is the least of Violet and Sunny's problems as they need to find a quick solution to get Klaus unhypnolized!"||||||||||||
"The 4th on in the series is one of my favorites! It was so fun to read and the unfortunated situations the Baudlaires get into just pile up! So far I have read all eight of them and the plot really thickens later so keep reading!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=five_star&pageNumber=31&reviewerType=all_reviews"||||||||||||
1556765470-3116|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|megan|Best book!!!!|26-Sep-12|I love this book it is so drimatick sorry i can not spell that word but i  love this book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews||||
"1556765483-3177,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cumulonimbus Harpe,Not Lemony's best,11-Jul-05,""The Miserable Mill isn't as good as the first three books. To me, this one was just a filler between The Wide Window and The Austere Academy. If you were to finish book three and accidently skip to book five, you will notice that nothing important has happened in between. Anyway, in this book, the Baudelaires are sent to Paltryville to work at the Lucky Smells lumber mill; which is owned by a man with a cloud of smoke where his head should be along with his friendly partner, Charles. The main dormitory, a windowless building with faux windows drawn on the walls, is where all the workers live. Forman Flacutono is in charge with is two pots that he clangs together. As the Baudelaires work strenuously at the mill, they encounter a bad casserole, some sticks of gum, an understocked library, a hopnotist, a terrible accident, and Shirley. Even though this book has clever humor and a puzzling mystery, it isn't one of the better books in the series. Book five is though."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||
"1556765446-3007,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ash,""Plese, if you have read the first of the series, don't read this one, it's just as good as the last"",31-May-16,""I suggest, like all of these books, you move on to a more enticing tale that involves unicorns, or perhaps a happy elf that sprinkles happiness to children who need it most.  Like you, I ignored the author's warnings and read this sad tale of Violet, Kluse, and Sunny and felt my heart start to cry.  I hope that you find a much happier book to read, because despite it's beautiful artwork and interesting writing style there is not much substance to the overall story arch of this book or this series.  Nothing about love, hope, and self discovery."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"||||||||||||
1556765441-2986|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Abby|Love it|26-Feb-14|I love all of these books and this was the best one yet I am only not he 5 one now the the 4th one was awesome I love SO SO SO  much thank you lemony snicket for these great books you.have an awesome gift|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews||||
"1556765512-3305,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ez-No Angel!,The Miserable Mill,19-Jul-05,""I think this is a really good book because so far Violet, Klaus and Sunny have always narrowly escaped from Count Olaf. Most of his disguses have fooled Violet, Klaus and Sunny's guardians but his disguses haven't fooled the children yet. I liked that they met a good friend, who was an optimist. When they talked to him about their troubles he always told them to look on the bright side."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&filterByStar=five_star&pageNumber=46&reviewerType=all_reviews"||||||||||||
"1556765488-3193,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,alice wongp.6,Book Review,16-Mar-02,""I picked out this book becuase I have read the first and second and thought those were excellent, assuming that this one would also be as good or even better.I have read it and am now giving a review of such a funny, educating, and exciting book. Lemony Snicket is an great author of making things sound extremely obvious and also has a hilarious way of explaining his definitons of difficult words. What made me pick up this book in the first place? It is the way that the author makes you think that this book means trouble and if you cannot handle the """"children's misfortunes"""", then drop this book and pick up another one. That was what got me started."||||||||||||
  The characters in this book are amsuing themselves! We have three orphan children named Violet| Claus| and Sunny. Violet is the oldest and invents gagdets to usually bring them out of their misfortunes. Claus is the middle brother and he reads books and has his on library in his head. Sunny the youngest of all is still a baby and uses her four sharp teeth to bite her way out of trouble.||||||||||
"  This book is a excllent book that I have read and I am sure to love the other books too. I have given this book five stars becuase I enjoyed every moment of it, from when they first entered the Austere Academy to the time where they revealed Coach Genghis's true identity. My favorite part was when the orphans found out a way to study for a test and make staples for Sunny all night. Laughs from the beginning to even the treacherous and sad ending, the orphans are in real jeopardy every single school day!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews"||||||||||||
1556765417-2871|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jessie|The book was in great condition! Loved this series when I was younger ...|20-Feb-16|The book was in great condition! Loved this series when I was younger and lent the whole series to someone and when they were returned a couple of years later I only got 5 back out of the 13 -_- I'm so glad I can rebuild my collection with beautiful copies like this!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||
"1556765494-3220,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Saige,Treat yourself to a book that you can never put down!,10-Sep-12,""If you like happy, funny, joyful stories, you should go ahead and NOT buy this book. This is an adventurous, frightful, weird humor, amazing story! Every story Snicket rights gets better and better! The Ersatz Elevator is my favorite of the Series of Unfortunate Events."||||||||||||
||||||||||||
 It tells the outrageous story of the Baudelaire orphans| traveling from home to home. At each home they are being stocked by Count Olaf. He shows up dressed as different characters| time by time trying to defraud the Baudelaire fortune| each time failing. This time the orphans go to a 48 story apartment building. They are living with a cruel lady and overly nice man. The enormous apartment provides the children with plenty of supplies of `in' things to help then save their friends; who Count Olaf is trying to smuggle out of the country| to try to get their fortune. There over watcher Mr. Poe is on a trip convinced to find the Baudelaire's friends. When only Count Olaf and the orphans know where they are. This is an easy to follow| fabulously written| outstanding story.||||||
||||||||||||
" I am in LOVE with this book! It's my all-time favorite book that I've ever read in my life. This is great for a quick read. I couldn't stop reading this after I started! I highly suggest you to treat yourself to this crazy adventure. Lemony makes you feel that you're in the story, instead of the orphans! Do yourself a favor and read this book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews"||||||||||||
1556765519-3330|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|Interesting|16-Jul-14|the twists come from all angles a great book for young readers and a good summer book for kids who hate reading.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=five_star&pageNumber=49&reviewerType=all_reviews||||
"1556765441-2983,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Nate baseball,Sad and exciting,17-Nov-13,""The Austere Academy is a very exciting book and really makes you want to keep reading, but as it"||||||||||||
"said in the beginning it is also a very sad book and especially the end of it. I love the book a lot but I wish that Lemony Snicket would not keep telling you what would happen, but other than that the book is great."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||
"1556765417-2872,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jacqueline,Perfect for the kid that is curious to read about ...,29-Sep-15,""My son loves this Series. Perfect for the kid that is curious to read about horror and despair. Lemony Snicket is able to engage the child on such subjects without becoming to gruesome. Each page keeps you intrigued. My son, who is not a self motivated reader, could not stop reading this book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"||||||||||||
"1556765515-3315,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mary,great book for kids!,11-Sep-01,""this is a great book for kids who like reading and don't mind being tired every day at school because they stay up almost all night reading such a good book. I recommend reading all the books in order or else it doesn't make much sense. this book is about three orphans,Sunny,Kluas,and violet. they meet two """"triplets"""" and they become good friends.read it to learn more about it.-Michael-"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=five_star&pageNumber=47&reviewerType=all_reviews"||||||||||||
"1556765524-3350,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Steven J. Chambers,Crazy scary,23-Mar-14,""They are terrifying but at the same time I can't put the book down! It is incredibly scary but it has a great vibe."||||||||||||
||||||||||||
ABOUT THE BOOK||||||||||||
||||||||||||
"The three siblings stick together as they gut throgh Count Olaf's plans."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=five_star&pageNumber=51&reviewerType=all_reviews"||||||||||||
"1556765475-3135,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ana Mardoll,Amazing,31-May-11,""A Series of Unfortunate Events 5: The Austere Academy / 9780061757174"||||||||||||
||||||||||||
"I first came to this series after watching the tie-in movie """"Lemony Snicket's a Series of Unfortunate Events"""". I love the series for its superb characterization, lovely writing, quirky plotlines, and deeply dark humor. This fifth book in the series carries on the tradition and will not disappoint fans."||||||||||||
||||||||||||
"Like the rest of the novels in this series, this book is very slender and can be whipped through in a few short hours - if it has any drawbacks at all, it would perhaps be the price-to-page ratio. However, the story is engaging and well-told and it's impossible to not be drawn into the drama of the Baudelaire orphans as they struggle to survive in their new """"home"""" as students in the dreadful Prufrock Preparatory School. The schooling is boring and unhelpful, and the mandatory violin concerts every night are shrieky and terrible, but maybe the school security system can finally keep Count Olaf away."||||||||||||
||||||||||||
"A note about the audiobook edition of this book: like the previous book (""""The Miserable Mill""""), this installment in the series is narrated by """"Lemony Snicket"""" (who in this case I assume is the author, Handler). Handler is a superb writer, but his narration is a little jarring after the smooth tones of Tim Curry's previous narration (of """"The Bad Beginning"""" and """"The Reptile Room""""). The overall narration is still worth a listen, but if you're working your way through all the audiobooks, be prepared for some halting moments here and there."||||||||||||
||||||||||||
"~ Ana Mardoll"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=five_star&pageNumber=29&reviewerType=all_reviews"||||||||||||
"1556765470-3115,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,sunshine railyne wehunt,Love it sooo much,16-Jan-13,""I love this book a lot it was very interesting"||||||||||||
"Love it so much hope you like it to :)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews"||||||||||||
1556765470-3114|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anthony|Wonderful|21-Feb-13|I love it. it was a great book it was funny and weird at the same time it was a good book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews||||
"1556765537-3411,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,????,AWESOME,28-Jan-12,""It took me TWO days to finish this book I could not put it down it was"||||||||||||
Fabulous!!!!!!!!!!!!!!!!!! How many books can you find like this it is truly||||||||||||
"one of a kind !"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&filterByStar=five_star&pageNumber=57&reviewerType=all_reviews"||||||||||||
