web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||||
"1556766040-4156,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,T. Henderson,A Teacher's Review,21-Jul-03,""As a teacher, I am constantly looking for the newest and biggest book to read to my students. During my travels, I came across a book entitled """"The Bad Beginning"""" by Lemony Snickett. I decided to take a chance and purchase the book. I sat down at home and read the entire book in about two and a half hours, and it was one of the most enjoyable stories that I had read in a long time! I tried the book out on the kids, and they just ate it up. The students couldn't get enough of Violet, Klaus and Sunny Baudelaire....and to be quite honest, neither could I!! Soon after reading the first book, I purchased books two and three, and not to my surprise they were just as good! I again read these books to the students, and they again ate them up!!! Unfortunately, by the time we had finished the third book, the school year was over. However, I went on to finish my collection by getting books four through nine. I love these stories! The black humor that they contain should be that of a Coen Brothers film. The kids got every joke, and they totally fell in love with Snickett's radically original storytelling - explaining things in detail, translating Sunny's baby talk, and giving hilarious backstory. My peers often make fun of me because I read so much children's literature, but I have recommended these books to all of my friends. I even believe that these books are more interesting and fun to read than the Harry Potter series...but thats just me! I would recommend this book to parents of third and fourth grade students (it might be a little unfullfilling to the fiercly loyal fifth grade Harry Potter crowd) and also to adults who are unfamiliar with the series. A truly remarkable find and the most entertaining children's novels since Roald Dahl. Summer's the perfect time to pick these up!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews"||||||||||||||||||||
"1556766029-4112,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Fabrizio,Awesome,24-Mar-13,""Lemony Snicket did it again. I think his amazing at writing the"||||||||||||||||||||
"Baudelaires story. Lemony Snicket is an amazing writer."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=five_star&pageNumber=37&reviewerType=all_reviews"||||||||||||||||||||
1556766004-4002|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|karen lidgard|Great book|4-Apr-14|Again my niece loves these books and was very glad her teacher told her about them.  They are easy to read and understand|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews||||||||||||
"1556766049-4204,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Nick V.,Report for Ms. Janzen,16-Feb-06,""The Series of Unfortunate Events: The Reptile Room"||||||||||||||||||||
||||||||||||||||||||
  By:Lemony Snicket||||||||||||||||||||
||||||||||||||||||||
 This is the 3rd book I read this trimester. This book is about the Baudelaire's. They recently just escaped from Count Olaf. Now they think there life is good and normal. They are living with there new guardian professor Montgomery. He is a reptile scientist. He has this room which has tons of reptiles. And the newly discovered reptile. He called it the deadly dangerous snake. It's not really dangerous at all though. Then later Montes get a new assistant. His new assistant is Count Olaf. They are going to go to Peru to look at the new reptiles. Well all I can tell you now is that something bad happens to the Baudelaire's and Monte. Read the book to find out what.||||||||||||||||||||
||||||||||||||||||||
" This book was very exciting to read. The end was the most exciting thing. I was not able to feel like I was """"in"""" the book because Lemony Snicket made the things that happened very unrealistic. The main conflict interested me a lot because it had a lot of cliff hangers. The characters did not seem realistic as I stated above. I think the ending to this book was the best one I have read in a long time. If I told you why it would give away what happened I'll just say one word """"surprising""""."||||||||||||||||||||
||||||||||||||||||||
 The author's voice was in the first person of the Baulderalires. The author's vocabulary was very simple and easy to understand. The author would sometimes go on randomly about something and get sidetracked form the story. The author used a lot of dialogue. But there wasn't even description in the book. The tone of the book was pretty much a monotone but was still very exciting. I think the author should have gotten more excited about some things or put some more things into detail.||||||||||||||||||||
||||||||||||||||||||
 I give this book an 8/10 because even though it is one of my favorites it still is not as good as some of the other book in his series. I would defiantly recommend this book but I think you should read the first book so you understand it all.||||||||||||||||||||
||||||||||||||||||||
" I think this book wonderful pretty much because of the ending. The one thing I wish he would have changed is the beginning is was kind of boring. But this book defiantly goes into my favorites."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&filterByStar=five_star&pageNumber=46&reviewerType=all_reviews"||||||||||||||||||||
1556765949-3753|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mr Hamak|Amazing|24-Jan-19|This was so good it hade me to my feet. When I used audible it was even better they added excitement to the book I would really recommended this book. 10/10 would recommend.|5.0 out of 5 stars||||||||||||||
"1556766069-4285,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Harry Potter without magic.,4-Jun-03,""This has all of the evil villains, surprising twists, and exiting plots that a teenager could ever ask for. With a wearwolf chasing them and a two headed freak right on their tail, their sure to be in for it. This book was the best in the series yet, but I still don't know what VFD stands for, I don't know when it'll be on, but I'm ready to find out!"||||||||||||||||||||
"  The way that Count Olaf as been finding out where the Baudalaires are is by this mysterious fortune teller who seems to always know everything! Also, make sure you read the rest of the eight horroble books in this horrible series or you're not going to know what this book is about! Also, if you have to have HAPPY endings DON'T get these books!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews"||||||||||||||||||||
"1556766092-4394,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Chris Small,These books rock!!,2-Nov-02,""I love reading these books, my favorite one is the Hostile Hospital, i can't wait to read all the other Series of Unfortunate stories."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=five_star&pageNumber=65&reviewerType=all_reviews"||||||||||||||||||||
1556766006-4013|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Dave|Good|11-Mar-13|A pretty good book if u ask me 12 more words um um um um um um um um um|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews||||||||||||
1556766031-4119|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kathy C. Anderson|Five Stars|8-Oct-17|Great series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews||||||||||||
"1556766053-4217,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mary Fitterer,The Bauldelaire children's terrible events Part 2,26-Feb-04,""A Series of Unfortunate Events The Reptile Room"||||||||||||||||||||
  by Lemony Snicket||||||||||||||||||||
Reviewed by Jacob Fitterer||||||||||||||||||||
Period 5||||||||||||||||||||
"  In this book of the famous series, Klaus, Violet, and Sunny move in to their uncle, Uncle Monty, """"forever."""" Uncle Monty studies snakes. His whole life has been devoted to the study of  snakes worldwide. He has discovered new types of snakes and collected common ones. Hence, he needs a place to keep them all. So, he keeps them in a room called the Reptile Room. Now let's get back to the children. The story starts out very happy for them(which is very unusual). They arrive at their Uncle's MANSION. You heard me, MANSION. He then informs them that they are going on and expedition to Peru. So, they must obviously make preparations. They then study and create provisions in the Reptile Room. All goes well, for about a week. The children are very happy and relaxed. Then the new butler """"Stephano"""" has arrived. The children immediatley recognize him. He is no other than Count Oalf. THe children are terrified and shocked. Their happiness is gone. Later in the book, Uncle Monty is """"accidently"""" killed. They know he was mudered by Count OLaf. Violet secretly opens his suitcase and finds the evidence to find him guilty. They try to send him to jail, but he ends up escaping. That pretty much sums up this book of unfortunate events."||||||||||||||||||||
"  My favorite part of this book is that the author would stop and give a different view of the story, define one of those""""translate in English please"""" definitons, and put in some humor. One quote is """"The word flourish here means a sweeping gesture, often used to show off."""" Another quote is """"Meeka! Sunny said, which probably meant """"Good-bye, Mr. Poe. Thank you for driving us."""" There are so many more quotes than that but I won't list them all here."||||||||||||||||||||
  Some of my least favorite parts were the false leading names. One example of this would be The Incredibly Deadly Viper. It sounds very scary but it isn't. All it does is charge at you and plays with you. It was meant to be a practical joke frome Uncle Monty| but I don't find it to be that humorous.|||||||||||||||||||
"  My favorite part of this book was the part when they found Stephano guilty and proved he was Count Olaf. This lifted their spirits and mine because they suffered so much turmoil and hardships up to this moment. Plus nobody believed them before. Even though he got away, Count Oalf was gone from their lives once again."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews"||||||||||||||||||||
"1556766045-4177,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,doc peterson,More mischief and mayhem for the Baudelaires,14-Jun-05,""After the unfortunate events the Baudeliare children endured in the Bad Beginning, one might hope that finally, something good would happen to Violet, Klaus and Sunny.  But then it wouldn't be a series, would it?"||||||||||||||||||||
||||||||||||||||||||
"Having escaped Count Olaf, the Baudeliares are placed with their Uncle Montgomery (""""Uncle Monty""""), a reptile specialist, and the children have a normal life - for a bit.  Until, of course, Count Olaf (in one of his disguses) resumes his attempts at getting the Baudeliare fortune.  Mayhem ensues, with an unhappy ending for some.  Once again the skills of Violet and Klaus (and of course Sunny's teeth) come in handy as they foil Olaf's plots."||||||||||||||||||||
||||||||||||||||||||
"Again, Snicket cleverly plays with words, inviting the reader to learn and enjoy language with him.  And again there is a strong emphasis on reading and learning - two things near and dear to my heart.  But I had to give it five stars simply because I enjoyed the story so much.  Highly recommended."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=five_star&pageNumber=44&reviewerType=all_reviews"||||||||||||||||||||
1556766015-4045|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mustache|Amazeing|31-Oct-13|Awesome amazing Amazing loved it YES Yes you w I'll here from me again soon  yes yes yes yes yes!!!!!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=five_star&pageNumber=31&reviewerType=all_reviews||||||||||||
"1556766033-4130,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,gracyn,Best series in the world,7-Feb-14,""This is the best series in the world and perfect for all ages, but be prepared you will at one point chuck the book across the room"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=five_star&pageNumber=39&reviewerType=all_reviews"||||||||||||||||||||
1556766011-4034|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Yo Mama!|A Series of unfortunate events #2: The Reptile Room|18-Feb-13|I think it was one of the best books I have ever read in my whole entire life. I rate it five stars.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=five_star&pageNumber=29&reviewerType=all_reviews||||||||||||
"1556766002-3985,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,gamer girl,I love this book,26-Jun-13,""This is a great book and I can't wait to read the next one but it often under estimates the knowledge of the reader by inserting the definition of """"big words"""" which is convenient for younger readers but can be offensive."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews"||||||||||||||||||||
1556766062-4264|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|D M Wolf|Absolutely charming!|11-Jan-17|Such awesome descriptions!  I love this series even though I'm an adult and this might be considered juvenile fiction. Must read!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews||||||||||||
1556766076-4316|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ramsha Pervaiz|it all starts with a  BAD BEGGINIG|6-Nov-04|well this book is very sad.In this book olaf tries to marry violet to get their fortune.he makes her marey him by taking sunny and putting her on top of a tower and saying marry me or else sunny will take a big fall.At the beggining of the book their parents die. i feel really bad for them.he puts on a play to make her marry him in the play.but at the end she does not marry him.she is a very clever and smart girl.if u buy this book u will not regret it. it is very good.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&filterByStar=five_star&pageNumber=58&reviewerType=all_reviews||||||||||||
1556766071-4298|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Average Mom of 2 teens.|Nice quality|10-Dec-10|My 10 year old asked for these books for Christmas.  They are very nice quality hard cover book.  The paper is very thick and the edges are jagged to resemble an antique style book.  My daughter loves the Lemony Snicket series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&filterByStar=five_star&pageNumber=56&reviewerType=all_reviews||||||||||||
1556766026-4098|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ivy|Best book|17-Feb-13|I loved this book so much that I can't say in words. I recommend this book to a lot of you guys|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=five_star&pageNumber=36&reviewerType=all_reviews||||||||||||
"1556766058-4242,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lauren Zalewski,Lemony Snicket does it again!,14-Jan-03,""Let me just say...my kids LOVE these books.  And for that matter, so do I!  I read them to my 7 & 4 1/2 year olds every night and they are completely absorbed into the stories."||||||||||||||||||||
In Book 2| The Reptile Room| Count Olaf is back to his dastardly deeds in his quest for the Baudelaire orphans' fortune.  The action and suspense starts off right away| and for those who loved the first book| you will not be disappointed.||||||||||||||||
"Thank you, Lemony Snicket, for making these books such a fun read and actually being able to hold the attention of my kids!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&filterByStar=five_star&pageNumber=50&reviewerType=all_reviews"||||||||||||||||||||
1556765993-3951|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|KM|Five Stars|25-Jan-15|=)|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews||||||||||||
"1556766076-4320,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amelia M,Better Than the First,20-Feb-02,""This book was better than The Bd Beginning. I like the reptiles. Uncle Monty is cool too. He's one of the nicer gaurdians. This book is one the best in the series, but not my favorite."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&filterByStar=five_star&pageNumber=58&reviewerType=all_reviews"||||||||||||||||||||
"1556765984-3909,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mari,Fun series of books,8-Mar-17,""My kids enjoy this series. I ended up buying the audible versions as well, to read along with. They seemed to really like being able to listen and read along. They just started book 3 and I plan to buy additional books in this popular series. They are in 5th grade and have watch the current series of this show that is now too. Give them a try and encourage your kids to read!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||||||||||||
"1556766045-4181,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Riley,Comes right behind Harry Potter! ages 9-12? 5-103!,28-Jul-03,""Before you read-The title of the series is what the series is about. It's OK to judge a book by it's title. If you have never read the first than check out my #1 title before or after you read this-whatever you wish to-it doesn't really matter."||||||||||||||||||||
The Carnivorous Carnival is personally my favorite of the soon to be ten series book and later 13. I am giving this reccommendation for one reason-experience one of the greatest fantasy novels created that nearly all ages could read-not to be a top rater.||||||||||||||||||||
  Count Olaf has his own disguises-believe it or not the Baudalairs do too. Just think of being throwing into a pit of lions-that is somehow written to make you believe that it is true. Just joking| the lion thing doesn't really happen but it will happen to somebody else in the book. But I can't give too much away-can I. Don't make me say anymore-just buy the book and sit down on a cozy chair where you will be hooked to for what could be a very long time| have enough light and enjoy!||||||||||||||||||
||||||||||||||||||||
If you have never read any of Lemony Snickets Series of Unfortunate Events than start with the first. If you'd like an intro/review of that than see my revier of the first book.||||||||||||||||||||
  Remember| you can judge a book by it's cover in this case! You can also judge by the Special Edition Hardcover's pages.|||||||||||||||||||
11 Stars/10||||||||||||||||||||
"  By an excited 10 year old and edited by his 13 year old brother who has never read the book-but remember-he's telling ME what to write.!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=five_star&pageNumber=44&reviewerType=all_reviews"||||||||||||||||||||
"1556766069-4294,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Patrick S.-the book expert,A Really Good Book - TRUST ME,1-Dec-02,""I am a huge lemony snicket fan. if u are u probably have alrady got this book. but even if you aren't you should still buy the book. lemony snicket makes it so good you can hardly put it down. it is much different from the rest of the books in the series. But theyre really good alredy. Also for the LS fans who ars dying for the 10th,thats called the slppery slope. also, expect to see a movie on the first book in 2003. the book is full of twists and turns. and,alexander, if you read this, I'll expect you to read the whole other 8 books first. in summmary, buy this book if you know whats good for you(and the other 8 as well)."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews"||||||||||||||||||||
1556766013-4038|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Briana Cicero|Kindle Version of books review|27-Dec-13|Buying these books happened to be a good experience. Even though I am reading them on the smartphone app it is still very convenient and I do not regret buying them.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=five_star&pageNumber=30&reviewerType=all_reviews||||||||||||
"1556766002-3991,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ckf2665,""in excellent condition, mostly likely never read"",12-Jan-18,""I read these books as a kid, and was excited to give them away to some younger boy relatives we have to get them into reading. The set I bought was used, goodwill I think, in excellent condition, mostly likely never read. Story is suspenseful and author does a great job of defining new vocabulary words with wit."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews"||||||||||||||||||||
1556766085-4355|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Fabrizio|Awesome|13-Jan-13|The book was awesome because it is really descriptive and good. I think that any person would like this book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=five_star&pageNumber=62&reviewerType=all_reviews||||||||||||
"1556766094-4398,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jake,A LETTER TO HEASITATING AMAZON.COM SHOPPERS,27-Oct-01,""Dear Heasitating Amazon.com Shopper,"||||||||||||||||||||
"I consider it my duty to inform you that this horrible gift set contains the first three misrable books in Lemony Snicket's utterly unfortunate book series, """"A Series of Unfortunate Events.""""  For some reason, even though the books describe nothing but sadness and terror, they continue to show up on bestseller lists.  One might wonder why this happens when in the very first chapter of first dreadful book, THE BAD BEGINNING, the Baudeliares recieve word that their parents have perrished in a terrible fire while they spent the day at the beach.  Following this utterly wretched news, their lives don't improve, and they are sent to live with the revoltingly gross and unbelieveably greedy Count Olaf, who attempts to get his fillhy hands on their fortune.  Upon failing, he tries again in THE REPTILE ROOM and THE WIDE WINDOW, when the children are sent to live with two ill-fated guardians, the kind but uncareful Uncle Monty and terrified, weak, grammer-obsessed Aunt Josephine.  In conclusion, if these books even sound fun to read, you are better off seeking medical help than spendinng your money on this boxed set.  In these three books, trouble begins, and in later installments of the series, it only worsens.  Wouldn't you rather read a more pleasnt book?  I know of a supurb one called """"The Littlist Elf,"""" and I highly suggest you read that one instead of these depressing novels."||||||||||||||||||||
With all due respect||||||||||||||||||||
"Jake Lizzillo-Who"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&filterByStar=five_star&pageNumber=66&reviewerType=all_reviews"||||||||||||||||||||
"1556766083-4347,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Terri Alexander,""No """"happy ending"""" in here..."",4-Jan-03,""My 11 year old LOVES these books!!! While they aren't """"happy"""" books, they certainly have her attention, perhaps because they don't have a typical format. Following the misadventures of the Baudelaire siblings has her reading non-stop. She can hardly wait to get to the next book in the series & said they're as good as the Harry Potter series - now that's saying something!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=five_star&pageNumber=61&reviewerType=all_reviews"||||||||||||||||||||
"1556766038-4145,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Patrick W. Crabtree,Orphans endure misery -- darkly hilarious!,29-Dec-08,""The three Baudelaire orphans are clearly facing a horrific experience in the second entry of this side-splitting saga; however, you can read this book without having read any of the others in the series. It stands on its own."||||||||||||||||||||
||||||||||||||||||||
"This title was actually my introduction to the Lemony Snicket series about the Baudelaire orphans -- I got it from a Goodwill Store for a dime. I began reading it in a hospital waiting room (a pal was struggling through a stress test there) and I soon had every soul in the room roaring with laughter as I related what was going on in this bizarre tale. The nurses wanted me to come back every day and read to their client families from the """"A Series of Unfortunate Events"""" saga, of which this is but one entry. If you wanted to start at the beginning, this is the first book: A Series of Unfortunate Events #1: The Bad Beginning: Or, Orphans!."||||||||||||||||||||
||||||||||||||||||||
It's tough to believe that this story was actually written for any other people than adults. Kids might read it wide-eyed but| for adults| the tale takes on an entirely different ambiance.||||||||||||||||||
||||||||||||||||||||
