web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
This one has a pretty dark story. If Klaus and Sunny don't do something|Violet's head is gonna be CHOPPED! ouch!|||||||||||
||||||||||||
Count Olaf is pretty cool in this one|because his disguise is|well.......a radio....lets call it that||||||||||
||||||||||||
In the end| BAM! fire! fire everywhere! its crazy! Its awesome! its out of control!|||||||||||
||||||||||||
"One of my favorite's!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
"1556765839-3586,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Elam Family,""Great series, highly recommend"",3-Dec-14,""My kid loves these books.  As a parent I have tried to instill the love of reading into my son and it has gotten easier overtime and we are reaping the benefits of the improved reading.  Sometimes it was difficult to match the content level with his advanced reading level in addition to his interest in the content itself, however these books have seemed to be a perfect storm of sorts.  He is 9 but reading at a 12th grade level and it wasn't until this series that we really saw a passion for reading show, he always liked it and did it daily but never sought it out as feverishly as he did with this series, he is sharing the story with us in addition to laughing and enjoying himself.  I highly recommend them and we now own them all."",5.0 out of 5 stars,,"||||||||||||
"1556765861-3691,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rebecca Herman,The eight book in A Series of Unfortunate Events.,4-Sep-01,""The Baudeliare orphans are on the run. They are wanted for the murder of Count Olaf, who is not dead at all, unfortunately. They need a place to hide, and when they encounter VFD, or Volunteers Fighting Disease, they figure the group is a good place to blend in, and they may discover the secret of VFD in the process. Every day, Volunteers Fighting Disease travel to the Heimlich Hospital to cheer up the patients by singing and handing out heart shaped balloons. Violet, Klaus, and Sunny hope that they can safely hide at the hospital, but of course, their location is soon discovered by the evil Count Olaf, who wants to perform some very unnecessary surgery on poor Violet. I highly recommend the latest grim book in this miserable series. After reading this book, I can't wait until the next book is released."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
1556765847-3629|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Fabrizio|Awesome|22-Mar-13|Lemony Snicket did it again. He is writing the Baudelaires story in a better way to understand. I am impressed again.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||
"1556765865-3708,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,A Series of Unfortunate Events,29-Sep-02,""This is a great series of books. I find them all hilarious and interesting."||||||||||||
"  The Baduelaires' lives are turned upside down after their house burns down, killing both of their parents.  They then go to live with Count Olaf, who is a mean and horrible person, if you can call him one.  Eventually they live with 7 different people or groups, not counting the 9th book (The Carnivorous Carnival, which comes out Oct. 29th, 2002).  I have read all of the 8 books and I absolutely love them.  Anyone from ages 10-13 will like them, even though my Mom has read them and loves them, as well as many other people I know.  --Matthew McCulloch"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||
1556765852-3649|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|CaptainSky12|Awsome|23-Dec-13|I love these l books they are awsome and have a great story line. I've read book one to eight now.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
1556765843-3615|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jeffrey Waddell|Thrills and Chills|20-Jun-14|It was a very exhilarating story and I had an immobility to not stop turning every page with much curiosity.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||
1556765850-3638|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nicole Gerry|Excellent|18-Apr-14|Series of unfortunate events are the best I fell in love with these books after I saw the movie . I recommend reading and get this books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||
1556765847-3633|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|DIVERGENT OBSESSED|Love It|20-Mar-14|READ READ READ READ READ this series even though very unfortunate I bet this will become more fortunate hahaha this book has woeful beginning and woeful end haha have fun my response is horrible :p|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||
"1556765867-3718,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Roxanne Saunders,a bit of schadenfreude,23-Nov-05,""Have a heart shaped balloon.  I really enjoyed this book (especially the audio version read by Tim Curry) and it's portrayal of the empowered, though utterly unfortunate, Baudelaires.  The search for the elusive VFD continues and though the Volunteers Fighting Disease don't seem to have the answer, there is a clue at the end that gives a bit of hope to the Baudelaires.  This one is one of my favorites in the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||
1556765852-3652|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mitchell Morris|Non-stop action|18-Feb-13|This book is so thrilling and such a fun read I think any age would like this amazing thrilling book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
"1556765854-3665,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,E. R. Bird,The doctors are in,29-Jul-04,""Books with unreliable narrators abound in the world of adult publishing. In the world of children's books they're less common but not necessarily unheard of. Heck, Walter Dean Myers's """"Monster"""" is a good example of that. But how common is the unreliable narrator who tells a story over the course of thirteen books, growing less and less reliable as time goes by? Part of what I like so much about """"A Series of Unfortunate Events"""" is the fact that our author, Lemony Snicket, is becoming more and more important to the Baudelaire orphans on a personal level. Heck, in """"The Hostile Hospital"""" we even see a photograph of him in the story! But I get ahead of myself..."||||||||||||
||||||||||||
" In this latest adventure, the Baudelaire orphans have, for the first time, found themselves without a guardian. You can decide if that's a good or bad thing for yourself (especially when you consider some of the awful places they've found themselves in the past). For the Baudelaires, they probably view it as a bad thing. After all, they're on the run from the law. Falsely accused of murdering Count Olaf (who is alive and well and currently tracking the kids down yet again) they find themselves taking brief refuge in the Heimlich Hospital. There, they start working in the Library of Records, a huge space filled with file cabinets containing all kinds of information. While there the three discover a file entitled """"Baudelaire"""" containing information that raises some very peculiar ideas about the fire that destroyed their home and (possibly) their parents. But when Violet is captured by Olaf and his troupe of horrible actors, it's up to the two remaining orphans to save their brainy sister."||||||||||||
||||||||||||
" The kids have faced some awful misses in the series before. Yet I think that the horrible fate awaiting Violet in this particular tale is really the worse yet, though. Just a glace at the cover will give you an idea of what faces the pretty fourteen year old. I loved how the mystery of VFD, the Snickets, and Olaf's penchant for fires has started coming to a head. Certainly there are five more Baudelaire stories to be told after this one, but in """"Hostile Hospital"""" you start getting the distinct feeling that Lemony may not be a particularly unbiased author. For genuine edge of your seat thrills, this book is truly exciting. Before my beddy bye I was going to stop reading for the night around page 129 but found that the tale was impossible to put down. I didn't stop reading until 255. I also kept jumping back to my """"Unauthorized Autobiography of Lemony Snicket"""" to try to piece the different clues together that I had found. Very slowly a frightening portrait is emerging. It's delightful."||||||||||||
||||||||||||
" For any kid that loves either this series or just mysteries in general, """"The Hostile Hospital"""" delivers. Is it miserable? Oh yes, entirely. It's also great reading."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||
"1556765841-3600,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lemony Snicket,Hostile,9-Jan-14,""I purchased this hardcover to replace the paperback I had of this book (it was the only paperback I owned of the series, I'm slightly OCD). The book is interesting and a good read."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews"||||||||||||
"1556765861-3695,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jillian Patton,Famous to be?,29-May-03,""I dont know about you, but i am intregued by Daniel Handlers books (lemony Snicket) His writing style is so unique and i love how he randomly inserts his own thoughts into the book. it makes me wonder why on earth he hasnt become so widely known as J.K. Rowling! I have read the Harry Potter series 14 times, and i had refeused to read anything else, because i never thought there was any comparison to them, then, i couldnt find anything to intrest me, and i really didnt want to read the Harry Potter series again. since i practicly had it memorized, so i thought, why not? and i decided to buy the first book in the series of unfortunate events... after reading it, i went directly to the book store and bought the 2nd book, and i dont want to offend the Harry Potter books, i mean, i still really like them, but i am actually starting to like this series more! I really think you should read this series, i am on book 8 right now, and still truckin'... this book is PERFECT if you have finished the harry potter books and dont know what to read next. and even if you havent read the harry potter books, i think this book is excellent for ALL readers!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
"1556765861-3693,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Patrick Smadbeck,Lemony Snicket is a genius.,4-Oct-01,""Okay I've read this series since the third book came out. Lemony Snicket's style has not once annoyed me, but the contrary. It may be the only reason I continue this series. Although the storyline a great and humor filling I believe this series would not have been as popular without Lemony's few quirks. He is still constantly explaining words (with outrageous definitions), and has the few odd add-on's (this time it was STOP, another 4 pages of black). But by far his most unique move has come now, in this book. If you read you will see that the characters are growing (Klaus had a birthday, Sunny can now speak fairly coherently). He is also pulling himself, as an author, into the story, a move I've never seen done before. This alone should catch people's attention, but the dark humor and exaggeration (on almost everything) makes these books into a classic series. The mysteries build, and the identity of Lemony Snicket (obviously that's not his real name) is ever coming closer to becoming revealed. Only if there could be more books like these."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
1556765845-3620|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lucil Nicolas Ferrum|Five Stars|3-Dec-15|Thank You.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||
"1556765870-3727,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Megan Twain,""Yeah! I love it! I hate it! Naw, just kiddin'."",4-Aug-05,""AWESOME! JUST AS GREAT AS #3! I LOVED this book! Read it, and you'll see what I mean. SUE is headin' in the right direction alright. Not gonna say no more 'cos I'll spoil it all for ya! Wouldn't want to do that."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||||
"1556765854-3658,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michael S. Kraus,The Hospital is Truly Hostile,13-Mar-17,""The Baudelaire children are orphans with a large fortune.  They will inherit the fortune when the eldest daughter, Violet, comes of age.  Until that time the orphan's fortune is managed by Mr. Poe.  Mr. Poe's poor judgment is usually to blame for placing the Baudelaire orphans in dangerous and inappropriate circumstances."||||||||||||
||||||||||||
But this time they are on their own.||||||||||||
||||||||||||
The Baudelaires came to be at the Heimlich Hospital because they were escaping from the VFD villagers.  The villagers wanted to charge the orphans with murder and burn them at the stake.||||||||||||
||||||||||||
The children ran out into the hot dusty landscape until they found the Last Chance General Store.  There they met with a cheerful group of volunteers who were headed for the hospital.||||||||||||
||||||||||||
At the hospital the orphans find shelter and employment.  Their job is to help organize the Library of Records.  The orphans have learned that the library may have a file which contains important information about their parents.  It seems that there is a possibility that one of their parents may have survived the conflagration which destroyed their home.||||||||||||
||||||||||||
Of course the evil Count Olaf arrives to harass the orphans.||||||||||||
||||||||||||
In one dramatic scene| Klaus and Sunny must perform a cranioectomy on Violet. (Sounds dangerous!)|||||||||||
||||||||||||
Can Violet invent a way for the children to escape?||||||||||||
Can Klaus remember some helpful information from a book he once read?||||||||||||
Can Sunny use her sharp teeth to chew their way to safety?||||||||||||
||||||||||||
"In the end, the orphans are in extreme danger.  And I am on to the next book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||
"1556765865-3714,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amy Kim,These stories get sadder and sadder,22-Mar-02,""Accussed of murder the children, Violet, Klaus and Sunny, flee the Village to a weird hospital. But Count Olaf isn't about to let their fortune get away. He has plans, big plans. And so begins another series of unfortunate events. This is sad but hilarious. I also recommend Robert Stanek's wonderful Kingdoms and the Elves, and the Elf Queen and the King. Wonderful!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||
"1556765863-3698,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,L. I. Rivera,The Hostile Hospital,17-Sep-01,""Best one in the Baudelaires saga! The children are still running away. No help this time from Mr. Poe (as if there was some help ever). The kids grow up and mature. As in every other story, Sunny, Klaus and Violet show their special talents and their unity. Good news: Sunny is starting to talk a little. Olaf has a new accomplice: his girlfriend, Esmee, who is a fantastic villian. She is as bad as Olaf, if not worst. The ending is so exiting and suspensful that I can hardly wait for the next!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||
"1556765852-3647,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Madelyn Raffli<3,SHAMAZING,9-Feb-13,""I finished this book in a record time of 2 hours!!¡¡!! That's how much I loved this book. K"||||||||||||
"It puts the reader in the situation as the characters."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"||||||||||||
"1556765858-3683,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Erica Robyn,The craziness in the one is amazing! My favorite lines,27-Jul-16,""Oh my goodness. The craziness in the one is amazing!"||||||||||||
||||||||||||
My favorite lines:||||||||||||
"After all, a cheerful attitude is the most effective tool against sickness."""""||||||||||||
"I thought antibiotics were,"""" Klaus said."||||||||||||
"Echinacea!"""" Sunny said. She meant """"Or well-tested herbal remedies..."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||
"1556765870-3733,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Darcy,The Hostile Hospital,5-Sep-01,""This was by far the best book in the series. It was slightly different, because you see the other point of view. You read how Olaf's troup acts when they don't have to pretend to be nice. And in the midst of everything bad that happens to the Baudelaires, there is always humor."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||||
"1556765858-3681,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Harley Q,Will the mystery of V.F.D. ever be solved?!,22-Sep-03,""I got into the Unfortunate Events books nearly two years ago because I was looking for something to tide me over until the 5th Harry Potter book came out.  I was not disappointed!  The books are quick and easy reads, and I can read them over and over again and not get bored."||||||||||||
||||||||||||
In this book| the orphans seem closer to the mystery of V.F.D and the mysterious circumstances surrounding their parents' deaths.  Here| V.F.D. stands for Volunteers Fighting Disease| a group that goes around Heimlich Hospital attempting to cheer up the patients.  The Baudelaires are assigned to work in the Library of Records| and it is there they find some startling evidence| and it seems that things are looking up.  Alas| Count Olaf makes his appearance| along with his henchpeople.  The Baudelaires must stop him or face tragic consequences| a phrase which here means a violent near-death.||||
||||||||||||
"Lemony Snicket's books are good for young readers because he uses a broad vocabulary and explains it so they can understand.  Readers will learn words they probably haven't heard before, used in interesting ways.  I thoroughly enjoy this series and recommend it to all ages."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||
1556765852-3655|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Elitsa Dimova|Five Stars|26-May-15|brilliant|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
"1556765856-3675,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,jadedromantic,""""""Harry Potter Goes to Hell"""" ??"",28-Nov-01,""I came to the Series of Unfortunate Events after reading a review of the first three books; they sounded weird, light but strange.  Even a friend referred to them as """"Harry Potter goes to hell"""" regarding their style."||||||||||||
By the time I got to reading the first one| there were 5 out in the series; I read the first| then the second| and before I knew it was done with all five.  I couldn't remember the last time I had laughed so hard - or out loud - before reading about the unfortunate lives of the Beaudelaire orphans.|||||||||
"I have read them all, and just finished """"The Hostile Hospital"""" and it is one of the best in the series.  After going through pure heck with the crow fanatics loonies in """"The Vile Village"""" (another good read), Violet and Klaus and Sunny find themselves hiding out of sheer desperation in the Records department of a nearby hospital whose construction is only half-completed.  This time around, they find Count Olaf before Olaf finds them, but soon enough that is turned around and Klaus and Sunny are desperately searching for their captive sister Violet before Olaf and his cronies can perform brain surgery on the helpless sibling . . ."||||||||||||
Several elements make this near-perfect book such a great addition to the series: first| we as readers get the best hints yet as to the ties between the Beaudelaires| the author Lemony Snicket| and the mysterious Beatrice that the author so dearly loves.  While the hints are only a tease of soooooooo much more to come| they keep your adrenaline flowing and your interest peaked as much as any Nancy Drew or Hardy Boys book did when you were a kid - VERY suspenseful!  Secondly| and more remarkably| the orphans have gone from put-upon victims to characters you really care about -- by about book #6 (this is book #8 here)| you have stopped chuckling at all the bad luck dealt to these kids| and really begin rooting for them to come out of their unfortunate events alive and well.  Third| the cliffhanger ending of this book makes you ACHE for #9| which won't be out until July!!  What an ending!!||
"It Edward Gorey had written books and illustrated them, it would be these.  If you would enjoy a macabre sense of humor, laugh-out loud wordplay and sight gags, and some of the daffiest characters and situations ever created in literature -- along with suspense and characterization that sneaks up on you until you are rooting for the good guys -- then read this series IN ORDER for some of the best reading you'll get for some time.  Note: these books are quick reads, but still give yourself time; when you finish one, you'll want to start the next immediately!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||
"1556765850-3645,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Unknown,AWESOME!!!,27-Mar-14,""This is so exciting but at the end it leaves me hanging through. I love  this series, it is the best!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||||
1556765865-3715|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Simon|Summer Reading!|8-Aug-13|Hostile Hospital was a great book. Just like all the other Series Of Unfortunate books. This one in particular had a lot of action in it. I recommend this book to anyone that likes suspense thrills and action! the plot was nice and fast moving. If you read about an hour every day it would take you roughly 3 to 5 days. I would also recommend reading this book after reading the other seven Series Of Unfortunate Events.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||||
1556765865-3709|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|A. Gandhi|awesome|26-Oct-15|this book is absolutely awesom. This li a spoiler- I love the part were they go and have a operation on VIOLET!!!!!!!!! this is awesome aaaaaawwwwweeeeeesssssoooommmmmeeee!!!!!!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||||
"1556765865-3712,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,A 12-year old reader,The Hostile Hospital,2-Jan-02,""This book is the latest in the Series. The series begins in Book 1 when Mr. Poe, a banker who is a friend of the Baudelaires, Violet, Klaus, and Sunny visits them at the beach and changes their life forever. The kids find that their parents have died in a fire. The orphans go from Guardian to Guardian, each one kicks them out or is killed by Count Olaf, a greedy, awful man who wants to kill the Baudelaires for their fortune. I found this book scary, but I liked it just the same, I think you'll like it too. The whole series is full of mysteries and you'll have fun trying to solve them and then seeing if you are right."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||
"1556765858-3679,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,pkcmom54,The best Lemony Snicket book yet!,9-Sep-01,""The Violet, Klaus, and Sunny Baudelaire saga continues in """"The Hostile Hospital.""""  After escaping from the town of V.F.D. in order to avoid being burnt at the stake, the siblings go to work at a hospital, where Count Olaf finds them almost immediately and plans to kill them.  He is wrongfully believed dead by most, due to Olaf's horrid scheme involving Jacques Snicket and deception pointing to the Baudelaires."||||||||||||
