web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||||||
1556766313-4606|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Chinna|She loves it!|16-Nov-18|Great book!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||||||
1556766320-4641|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Five Stars|6-Apr-17|Granddaughter loves these books.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||||||
"1556766340-4726,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,September Collidy,I loved it! Aye!,2-Oct-04,""11th in the Series of Unfortunate Events (I recomend them to you if you have not already read them), this book is in the top three on my list!  The plot is interesting, and after following the characters for so long I truly felt a little touched, since of the changes they are going through (Klaus gets his first kiss, Violet turns fifteen, Sunny is learning how to speak better... ect.)  My mom read this and found it to be depressing, so my advice is only read it if you've read the others.  It may seem a little depressing, but that is what makes it a good story.  I really recomend it to anyone ages 9- 12."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||||||
1556766317-4629|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Donna Duggins|Five Stars|1-May-18|Wonderful book and this was the only place we located it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||||||
"1556766331-4691,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,fiona,Brilliant,2-Jul-05,""I have read the other books in this wonderful series, and I must say that The Grim Grotto makes an excellent addition to the collection and that it does not disappoint."|||||||||||||||||
|||||||||||||||||
Many more secrets are learned in The Grim Grotto| and new characters and surprises arise.||||||||||||||||
|||||||||||||||||
You will need to read this book in order to find out more. The books in The Series of Unfortunate Events series are truly addicting. Lemony Snicket writes in a comprehensible| effective| and cute style. Not only are his plots entertaining| but his characters are idiosyncratic and charming| and he never fails to educate his readers about certain references he makes and what certain phrases/words mean. I am in my teens| and although this series is geared towards younger readers| I am a big fan myself.|||||||||||
|||||||||||||||||
"So far, all of the books in this series have been original and brilliantly-written. I cannot wait for Book the Twelfth."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
1556766320-4636|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Diane Vaughn|Five Stars|21-Apr-17|As expected|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||||||
"1556766328-4679,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Josh Mauthe,One of the funniest entries in the series,13-Apr-14,""We're starting to get closer and closer to the end of the Series of Unfortunate Events, but there's little sign that Lemony Snicket (or his alter ego, Daniel Handler) is slowing down or tying up loose ends. While there are more hints about the nature of V.F.D. and a bigger sense of how some of the disparate characters of the series are tying together, The Grim Grotto raises as many questions as it answers - actually, it asks WAY more than it answers. New characters (including a doozy of a new arrival to end the book), new threats that seem to intimidate friend and foe alike, more shifting alliances, and more moral shades of gray all combine to make just another knockout entry in this incredible series. Grim Grotto doesn't have some of the emotional heft that Slippery Slope had; what it does have, though, is a fantastic sense of humor, bringing some of the funniest scenes of the series, including a tap dance recital gone horribly wrong, a sea captain with bizarre running narration, Olaf's irritation at his newest """"colleague"""", and so much more. It's a blast of a book, all told with the usual great writing, clever wordplay, and surprisingly rich character work that's made the series so good to begin with. And more than that, it continues to be one of the few book sets for young audiences that explores morality in shades of gray and raises questions to which there are no easy answers - no small accomplishment in the often cut-and-dried YA adventure world."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||||||
1556766317-4635|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anonymous|AMAZING!!!!!|4-Mar-14|This book was one of the best! Just beware the many descriptions of the water cycle and if  you through them you have a great book in store!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||||||
"1556766328-4683,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Andrew,Shades of Gray and Getting Grayer,28-Jan-05,""Well, I've reached the end of the line for the """"A Series of Unfortunate Events"""" books, and I need to wait until September for the next one to come out.  To recap, the three Baudelaire orphans, Violet, Klaus, and Sunny, have sadly been through a series of some of the most unfortunate events ever to occur to a trio of intelligent children.  Violet, who is now 15 years old, is a master inventor who can use almost anything at her fingertips to build amazing machines that can be used for a variety of purposes, including helping herself and her siblings get out of some rather nasty predicaments.  The now-13-year-old Klaus is an extremely intelligent researcher, who loves to read and can remember everything he picks up in a book.  These skills constantly come in handy when the children are forced to figure out tough mysteries and problems in very short amounts of time.  And finally, Sunny, who has recently grown out of infanthood, has been endowed with extremely sharp teeth that allow her to bite her way out of many troubling situations.  Lately, she has been developing impressive culinary skills as well."|||||||||||||||||
|||||||||||||||||
After receiving some very troubling news about a terrible fire that killed their parents| the three children were sent to live with an obscure relative named Count Olaf.  Olaf was a terrible guardian who tried to steal the Baudelaire family fortune that the children had inherited.  After trying to marry (yes| marry!) Violet in order to get the money| the children moved in with their loving uncle.  Sadly| Olaf appeared in disguise and once again tried to get his hands on the Baudelaire fortune.|||||||||||||
|||||||||||||||||
This went on for a while until the children were sent to a strict boarding school where they met Duncan and Isadora Quagmire| two of three triplets who also lost their wealthy parents and their brother Quigley| the third triplet| in a terrible fire.  Like the Baudelaires| the Quagmires each had their own special skills.  Duncan was a journalist| Isadora was a poet| and Quigley| before the fire| was a cartographer.  The children became fast friends| until Olaf was able to capture the Quagmires.  Right before he took them away though| they were able to tell the Baudelaires about something they needed to find with the initials V.F.D.|||||||
|||||||||||||||||
Eventually| the three children were able to save their friends| but at the same time| Olaf was able to frame the siblings for murder| and the Baudelaires were forced to flee from the police to a hospital in the middle of nowhere.  Once there| they discovered many more secrets regarding V.F.D.| which they learned was a secret society.  After escaping the hospital| which had been set on fire by Olaf| the children were forced to go into disguise as carnival freaks in order to learn more about V.F.D. from Olaf and his crew.  There they learned about an important sugar bowl that Olaf needed to find| and later| they had to assist Olaf in burning down the carnival in order to maintain their disguises.  Sadly| Olaf discovered them| kidnapped Sunny| and sent Violet and Klaus careening down a snowy mountain in a runaway caravan.  The siblings survived and found out that Quigley was in fact still alive.  Violet| Klaus| and Quigley were able to rescue Sunny| find out the last safe place that V.F.D. would go| and escape Olaf yet again.  And this is where The Grim Grotto begins.
|||||||||||||||||
The Baudelaires| after being seperated from Quigley| the Baudelaires are found by a V.F.D. submarine captained by a man named Widdershins| and crewed by his step-daughter Fiona and Phil the Optimist from the Lucky Smells Lumbermill.  They embark on a mission to recover the sugar bowl before Olaf and the crew of the Carmelita (Olaf's sub named after the bratty Carmelita Spats) do.  Along the way| we learn some family history of one of Olaf's associates which turns out to come back to hurt the Baudelaires and Fiona.|||||||||||||
|||||||||||||||||
"This is one of the best books yet in the series (although I'm still going with the fact that The Hostile Hospital is the best).  Throughout the last few books, the Baudelaires have been wondering about whether or not they themselves have been turning into villains themselves because they have been disguising themselves, they participated in arson, and they considered trapping Esme Squalor in order to participate in a prisoner exchange to get Sunny back.  In this book, the shades of gray get even grayer.  When Sunny is poisoned by some mushrooms that will kill her within the hour, they have to consider allowing her to die in order to preserve the greater good.  They also are forced to come to terms with the fact that even the people """"noble"""" side of the V.F.D. schism have bad qualities to them, even their parents."|||||||||||||||||
|||||||||||||||||
"The stakes continue to get raised, as Olaf's troupe has now grown to a number big enough to crew an enormous submarine while V.F.D. struggles to remain a force for them to reckon with.  Amazingly, even though things are still dire at the end, Snicket is able to leave us with a small note of hope while we wait until the next book is released."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||||||
1556766320-4638|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|ulises r.|Great book|25-Jan-17|Great book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||||||
1556766324-4659|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Elizabeth Matos-gomez|Five Stars|18-Apr-15|Great series|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
"1556766326-4675,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mary McCanta,I can't find enough superlatives for this Audiobook. Great for all audiences.,25-Jun-18,""I can't find enough superlatives for this Audiobook.  A phrase which here means, """"This may be the best children's/young adult/totally grown up audiobook I've ever listened to. And I've listened to a lot. Aye!"""""|||||||||||||||||
|||||||||||||||||
This is by far my favorite of the Unfortunate Events series. I love - LOVE - Tim Curry's performances on these books and I am utterly heartbroken that he won't be able to do more audiobooks in generally (he had a major stroke in 2012). These books can be do overwhelmingly grim for my taste but this one has far more elements of hope than the previous ones.|||||||||||||||||
|||||||||||||||||
"Curry's version of Captian Withershanks is especially fantastic. I found myself wanting to punctuate my personal conversations with """"Aye!"""" after listening to it. Aye! I do! Aye!"|||||||||||||||||
|||||||||||||||||
I started listening to the series because I needed something less depressing than the murder mysteries I usually listen to| and perhaps that's why I was not totally enamored of the grim and ridiculous situations the main characters often find themselves in| but the stories have really grown on me| largely thanks to Curry's delivery. Aye!||||||||||||||
|||||||||||||||||
"I highly recommend this audiobook to all listeners. Aye! Aye!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"|||||||||||||||||
"1556766344-4752,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,C.L reads alot,an interesting read,10-Oct-04,""this is the most interesting of all the Lemony Snicket books. It is what I call a """"quick read"""" It took me 2 days to read. Lemony dosn't keep you wandering through a long and dull maze in this book,like he did with the others. Any one who dislike this book dosn't like literature."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"|||||||||||||||||
1556766326-4673|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|J|Awesome!!|6-Oct-13|I love these books!  Lemony Snicket is great!  I can't wait to find out what happens next.  On to the next one!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||||||
"1556766317-4628,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,I would recommend these books to anyone who love mysterious and perilous things,3-Jul-18,""I'm reading the whole series to my kids., One chapter a night and they love the series too!!!! Can't wait for the next book!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews"|||||||||||||||||
1556766311-4599|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Chubby Bookworm|Love this series!|17-Jan-17|Another great installment in the series!|5.0 out of 5 stars|||||||||||
1556766337-4718|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Erica Robyn|Five Stars|7-Jan-17|Another exciting book in the SOUE series that is filled with twists!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||||||
1556766313-4613|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John P Nowell|Love this Series|22-Jan-14|I originally borrowed this series from a friend and fell in love and had to have my own copies! I have the entire series and read it yearly! I love the dark side but where good prevails!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||||||
1556766337-4724|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Dottie Randazzo|How Could You Not Like It|2-Aug-07|If you are reading this series you obviously like the books. The author hasn't disspointed you with this one. Another creepy amazing little story about the 3 children you have grown found of... another suspenseful ending.... a must read.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||||||
"1556766335-4709,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Melanie Edwards,a book worth the wait,6-Oct-04,""this is by far the best book in the series. so far, the baudalairs have been picked up by captain willdershins on board a tedius sibmerean named the queegueg. they have traveled to the Gorgogian grotto in search  of the infamus sugar bowl. however, it dosent take long for them to be discoverd by count olaf and his murduros troupe. by the end the baudalairs land on briney beach which set of this miserable story and are off to the hotel denemount were they might find quigley and others. i can't wait for the next book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||||||
"1556766333-4705,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Iowna Ford/Camille R.,Out of the Dark,27-Feb-05,""In Lemony Snicket's eleventh novel, The Grim Grotto, we find our three least fortunate characters weaving their way through the various impediments ahead of them on their long, treacherous journey to find the sugar bowl, their lost friend, or anywhere that they could go to escape the evil clutches of the villainous troupe of misfits. I was highly impressed with this novel's overall quality."|||||||||||||||||
|||||||||||||||||
 As every series author knows| the biggest challenge  is trying to make the next book more exciting and inventive then the last. Snicket clearly conquers this objective in The Grim Grotto. Never have I read a book that I would rather almost wet my pants then leave the middle of a chapter.||||||||||||||||
|||||||||||||||||
 In my opinion| the reason this book is so widely read and cherished by young adults of all ages is because almost everyone who reads them relates to the characters in some way. Not as far to being orphaned by a menacing fire or being hunted for your families fortune by a troupe of sadistic actors| but the emotions of depression| separation| and the bonding relationship of siblings is felt by all people of all ages. Violet| being the eldest Baudelaire| constantly finds herself in positions to make decisions and to generally conduct the behaviors of her other siblings. I too find myself in positions to take the lead and direct my siblings out of uncomfortable situations.|||||||||||
|||||||||||||||||
 When found standing in a very dark dank grotto such as the Baudelaire children were| it is easy to give up or to admit that there is no light to be found at the end of their tunnel of broken dreams. Yet this conclusion was set apart to me from the other ten previous endings. While nearing the finish of this novel I felt as if there had been a small wisp of light at the end of their tunnel that could possibly reveal a more positive direction to lead the Baudelaires out of the dark. This novel was enticing and inventive. The reference of classical poetry was a nice addition for the novel's older readers.||||||||||||||||
|||||||||||||||||
" Overall, I feel I have gained a lot from The Grim Grotto. I have attained both the ability to treat the infection of the Medusoid Mycelium's deadly spores and the strength to grip my bladder for extended periods of time. Isn't the point of writing a book to give contribute something to your reader?"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||||||
"1556766333-4701,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Warren Mars,""A fine book, Aye!"",27-Jan-06,""A wonderful work, Aye! a clever piece of entertainment, Aye! Full of amusement, Aye! Not for the stupid, Aye!"|||||||||||||||||
|||||||||||||||||
Lemony Snicket| world acclaimed researcher into Vile Fruitless Destruction just keeps getting better and better with each book. He is really into his stride by now and it seems a shame that the series should be limited to 13 books just when it is going so well.||||||||||||||||
|||||||||||||||||
I really can't overrate this tale of a damp search for a certain Vessel For Disaccharides| set under the sea and replete with villiany| treachery and a terrifying brush with a lethal mycelium. Ha| ha| Happy Birthday! Tee Hee| toothpaste! Ho| ho| hemorrhoids!||||||||||
|||||||||||||||||
For those familiar with Verse Fluctuation Declaration I leave you with The Pedlar's Caravan by William Brighty Rands:|||||||||||||||||
|||||||||||||||||
With the pedlar-man I should like to roam|||||||||||||||||
And write bananas when sausage came home;|||||||||||||||||
All the people would read my book|||||||||||||||||
Olaf the travels of Captain Cook!|||||||||||||||||
|||||||||||||||||
"With all due respect..."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||||||
1556766313-4608|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|liketoread|Five Stars|6-Dec-16|purchased as a gift|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||||||
"1556766342-4739,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ashley M.,""Wonderful, as always."",24-Oct-13,""This series is so fun, even for adults. The writing style keeps you interested and every page is full of mysteries. I can't wait to finish the series and figure it all out!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||||||
1556766324-4658|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Vedran Lelas|One of the best series ever|14-Mar-13|I really love this book because it's filled with adventure and excitement. Also the series of unfortunate events is one of the best series I've ever read.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
"1556766331-4690,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""R, your friendly neighborhood reviewer"",The best?,21-Sep-04,""Our three heroes once again find therselves in the company of some very unusual people."|||||||||||||||||
|||||||||||||||||
  In this installment of SoUE| the Baudelaires have managed to come across a submarine.  They are quick to decide to board the craft and meet the captain(who enjoys sayin Aye)| his daughter Fiona| and the optimistic worker Phil| who we meet in the fourth book.  The orphans are surprised that the captain is a member of the mysterious V.F.D and that V.F.D stands for things other that volunteer fire department.|||||||||||||
|||||||||||||||||
"  On a misssion to find the sugar bowl, the Baudelaires with their new friend Fiona find the remains of the organization headed by Aunt Josephine's brother-in-law.  They also find a deadly species of mushroom that threaten their lives.  But dont worry this isnt the end of the Baudelaires. The mushrooms soon """"wane"""" back into the sand and the Baudelaires go back to the sub.  The sub, they find, is deserted.  And to make things worse, the orphans encounter someone they had never wanted to see again."|||||||||||||||||
|||||||||||||||||
"  This could possibly the best book of the Series yet.  Its so good to see so many people enjoying the series as much as I do!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
1556766326-4669|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|CPT|compelling|15-Jan-07|All the Lemony Snicket books are addicting to read because you need to find out what happens to these children.  Each of the books has an explaination of vocabulary words within the story which is great for expanding your childs' knowledge while reading.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||||||
1556766313-4611|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|wahidstx|Five Stars|3-Jul-16|Kids love this book.  Seller delivered the book on time.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||||||
1556766320-4639|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|L. Burroughs|Good Series|4-Feb-13|My young teen kids really enjoyed these books.  I think they are a good read for any child.  Thank you.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||||||
"1556766322-4647,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Gail M. Ruhland,My girl loved it,9-Jan-09,""This product was received in excellent condition very quickly ... helps mom keep within budget & stay popular!"|||||||||||||||||
|||||||||||||||||
"THANK YOU!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"|||||||||||||||||
"1556766328-4677,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michael S. Kraus,Can They Break the Cycle?,29-Mar-17,""In this novel the author uses the concept of the water cycle as a metaphor for the unfortunate events which have plagued the Baudelaire orphans."|||||||||||||||||
|||||||||||||||||
The orphans find themselves is a dangerous or inappropriate place not of their choosing.|||||||||||||||||
The evil  Count Olaf finds them.|||||||||||||||||
The orphans find a way to escape his clutches...|||||||||||||||||
Only to find themselves in another dangerous circumstance.|||||||||||||||||
In this book the children find themselves on a submarine with VFD allies. (The VFD is a secret society working against the evil count.)  The orphans and their allies use the submarine to travel to the Gorgonian Grotto in search of the sugar bowl. The sugar bowl is an object greatly desired by both the evil Count Olaf and the good VFD.  No one will tell the orphans what is in the sugar bowl.|||||||||||||||||
|||||||||||||||||
